ID,Teff,logg,Tmag
270064798,3535.0,4.78683,11.7101
259237271,3233.0,4.95517,11.7106
184733245,3429.0,4.84534,11.7108
137057529,3633.0,4.73291,11.7117
286476624,3944.0,4.62819,11.7119
316556460,3604.0,4.79111,11.7145
240996453,3674.0,4.72535,11.7171
368457881,3667.0,4.72522,11.7186
240794597,3703.0,4.72458,11.7221
82971213,3908.0,4.59223,11.7227
332477926,3849.0,4.65688,11.7229
116550225,3603.0,4.74477,11.7231
230376668,3588.0,4.74128,11.7254
26619249,3398.0,4.89025,11.7263
405416205,3303.0,4.98089,11.7301
202932899,3701.0,4.70416,11.7302
312977160,3724.0,4.56416,11.732
230395147,3612.0,4.72369,11.7326
203036339,3196.0,4.73664,11.7362
291999624,3930.0,4.68043,11.7363
194672387,3838.0,4.71124,11.7389
399624026,3980.0,4.57984,11.7416
427320666,3330.0,4.88196,11.7438
288508526,3328.0,4.77817,11.7443
20802342,3190.0,4.84491,11.7453
289540372,3334.0,4.91751,11.7458
198208146,3759.0,4.66326,11.7473
364116673,3942.0,4.60877,11.7487
435594228,3470.0,4.77794,11.7503
468639939,3713.0,4.68331,11.7503
236772146,3955.0,4.59698,11.7514
321545513,3738.0,4.66485,11.7516
316134320,3326.0,4.97596,11.7522
130087371,3763.0,4.73371,11.7524
317066510,3480.0,4.85226,11.7528
238342560,3387.0,4.85168,11.7533
198238736,3645.0,4.55332,11.7544
117179162,3896.0,4.64038,11.7547
255865474,3704.0,4.72037,11.7564
269911947,3970.0,4.59557,11.759
198213397,3883.0,4.70422,11.7602
441762018,3489.0,4.76242,11.7611
316127612,3608.0,4.74119,11.7613
470123853,3380.0,4.91553,11.7617
377074377,3570.0,4.76346,11.7621
194737831,3155.0,4.99932,11.7641
149925906,3539.0,4.74379,11.7659
445323047,3750.0,4.72479,11.7664
236968639,3803.0,4.6416,11.7668
165554484,3844.0,4.69198,11.7672
101034247,3337.0,4.90639,11.7674
461631553,3465.0,4.86533,11.7677
288347106,3950.0,4.64512,11.769
137156234,3781.0,4.708,11.7691
356108690,3761.0,4.59178,11.7697
192415411,3282.0,4.90494,11.7708
21100558,3742.0,4.68257,11.7712
403746970,3928.0,4.61849,11.7715
349916865,3442.0,4.64848,11.7732
327262489,3771.0,4.71773,11.7736
416097928,3465.0,4.77382,11.7737
366416581,3833.0,4.69222,11.774
286413076,3922.0,4.63543,11.7775
406535548,3493.0,4.63997,11.7776
233659054,3807.0,4.67818,11.778
117656342,3879.0,4.72753,11.7797
461620889,3638.0,4.72649,11.781
198277670,3811.0,4.77102,11.7823
177918156,3574.0,4.82588,11.7827
441796790,3732.0,4.60788,11.7828
237255586,3596.0,4.7835,11.785
379529604,3841.0,4.65986,11.7863
445183950,3460.0,4.91949,11.7868
21098377,3475.0,4.76959,11.7874
258680351,3236.0,4.99405,11.7885
316622196,3348.0,4.77921,11.7896
90666872,3353.0,4.88828,11.7898
129789756,3334.0,4.99245,11.79
116055617,3993.0,4.62786,11.7922
396487452,3988.0,4.71074,11.7932
396390757,3648.0,4.80551,11.7934
288676274,3447.0,4.77048,11.7937
399349510,3423.0,4.83027,11.7945
436936505,3082.0,4.91683,11.7971
456040255,3666.0,4.75393,11.7982
219761807,3632.0,4.72337,11.7996
232681375,3615.0,4.71841,11.7999
331790041,3950.0,4.62449,11.8013
422773549,3888.0,4.57404,11.8021
311932708,3816.0,4.61528,11.8045
189637395,3461.0,4.74715,11.8062
453160576,3472.0,4.89997,11.8081
427391021,3756.0,4.68562,11.8083
81753252,3875.0,4.62812,11.8087
288600166,3619.0,4.6837,11.8114
420113351,3868.0,4.60043,11.8129
94479409,3497.0,4.79442,11.8133
269328621,3557.0,4.84778,11.8145
256299213,3861.0,4.64067,11.8148
229582970,3821.0,4.62792,11.815
256750389,3589.0,4.73833,11.8157
237301234,3937.0,4.63266,11.8157
198412174,3713.0,4.67427,11.8168
285036664,3281.0,4.75806,11.8173
372256860,3499.0,4.80139,11.8177
359495300,3814.0,4.63144,11.8209
350733750,3693.0,4.71492,11.821
370346841,3696.0,4.7443,11.8224
354538425,3408.0,4.90797,11.8231
219776641,3396.0,4.77112,11.8231
368729123,3602.0,4.72177,11.8245
90649596,3575.0,4.73936,11.8246
398107111,3471.0,4.79212,11.8255
403329301,3944.0,4.59683,11.8265
353696646,3379.0,4.8754,11.8266
186714498,3570.0,4.77216,11.8283
279922257,3500.0,4.80448,11.8288
237203755,3989.0,4.65925,11.8294
271829526,3825.0,4.64514,11.8295
390337076,3585.0,4.68974,11.8318
374123701,3521.0,4.83501,11.8325
191763400,3564.0,4.79605,11.8327
51021357,3661.0,4.68515,11.8336
285129058,3090.0,5.10827,11.8336
288318684,3660.0,4.75432,11.8339
445449977,3670.0,4.67522,11.8348
288432052,3510.0,4.80077,11.8352
468607863,3800.0,4.71845,11.8356
366917144,3359.0,4.8547,11.8362
116058605,3819.0,4.69946,11.8392
321595102,3287.0,4.93812,11.8405
201179439,3487.0,4.87811,11.8411
229614158,3168.0,4.96352,11.8443
406517901,3042.0,5.08656,11.8445
285574368,3757.0,4.70135,11.8448
396656290,3684.0,4.75185,11.8448
237113874,3885.0,4.66519,11.8497
455964468,3571.0,4.81362,11.8497
233067489,3323.0,4.86173,11.8542
199713324,3852.0,4.67322,11.8554
252109307,3930.0,4.62476,11.8557
431988835,3742.0,4.72898,11.8564
251761428,3607.0,4.74387,11.8572
367096949,3877.0,4.76014,11.8572
348526682,3653.0,4.59695,11.8574
459982553,3560.0,4.78572,11.8579
323145440,3616.0,4.71584,11.8617
186615198,3721.0,4.7344,11.8628
346902450,3459.0,4.82902,11.8637
196948839,3528.0,4.79222,11.8657
101168642,3390.0,4.87547,11.8668
165529663,3831.0,4.70953,11.8671
420130591,2907.0,5.16515,11.8694
426150683,3753.0,4.77946,11.8706
329083521,3073.0,4.86874,11.8713
54796253,3378.0,4.91069,11.8713
264175097,3645.0,4.723,11.872
275695806,3370.0,4.7942,11.8759
85435483,3258.0,4.85424,11.8766
229588135,3438.0,4.8343,11.8767
184685175,3858.0,4.73527,11.8774
178043185,3248.0,4.92912,11.8778
387950679,3678.0,4.75666,11.8781
194665339,3681.0,4.71027,11.8815
445143380,3783.0,4.67366,11.8817
362219539,3386.0,4.87352,11.8819
237199341,3324.0,4.97704,11.8826
379604750,3483.0,4.76079,11.8832
431778101,3414.0,4.83026,11.884
198537783,3175.0,4.84143,11.8862
83614388,3860.0,4.58994,11.8875
445414162,3700.0,4.71549,11.8882
376977108,3890.0,4.6226,11.8886
271764130,3435.0,4.79105,11.8888
251144111,3420.0,4.76191,11.8917
241080241,3789.0,4.715,11.8924
385556503,3455.0,4.74531,11.8932
286478778,3426.0,4.84052,11.8943
427975465,3583.0,4.80579,11.8957
399358732,3393.0,4.81219,11.8957
219850734,3997.0,4.3158,11.8962
376867447,3617.0,4.60051,11.8967
452883984,3699.0,4.6572,11.8971
269821456,3519.0,4.73458,11.8975
229498730,3817.0,4.65704,11.8982
338432224,3459.0,4.85436,11.8983
357098257,3785.0,4.63515,11.8989
470149057,3986.0,4.77942,11.9008
368611906,3688.0,4.79956,11.901
238798278,3638.0,4.74617,11.903
233574265,3336.0,4.72574,11.904
236877420,3489.0,4.83465,11.9045
233747343,3997.0,4.64759,11.9049
233010968,3621.0,4.73331,11.9056
301738457,3329.0,4.8588,11.9058
387444984,3427.0,4.76973,11.9066
403749235,3717.0,4.67282,11.9068
354707360,3938.0,4.66235,11.9094
241032942,3602.0,4.85189,11.91
198158395,4000.0,4.54834,11.9103
275484488,3584.0,4.71082,11.9104
280407757,3843.0,4.65626,11.9112
312977014,3744.0,4.71744,11.9114
427975822,3684.0,4.72795,11.9125
229943561,3412.0,4.9411,11.9155
219812327,3444.0,4.81813,11.916
301472116,3725.0,4.69091,11.9168
229441786,3764.0,4.59457,11.917
34622064,3456.0,4.85989,11.9178
34942282,3433.0,4.7368,11.9197
34854348,3145.0,4.94065,11.9198
85486219,3553.0,4.73778,11.9201
420683567,3351.0,4.9308,11.922
378761120,3772.0,4.77351,11.9226
219807052,3146.0,4.88041,11.9234
201297670,3662.0,4.71826,11.9236
10161397,3762.0,4.68492,11.9243
398308212,3405.0,4.86824,11.9244
368511663,3508.0,4.91678,11.9246
235944789,3605.0,4.76422,11.9256
198213399,3815.0,4.72394,11.9266
427842434,3597.0,4.72476,11.9275
229957585,3703.0,4.70496,11.9276
452882423,2868.0,5.22156,11.9278
265198739,3760.0,4.62794,11.928
219739930,3377.0,4.84717,11.9298
194776967,3941.31,4.55309,11.9303
388080623,3585.0,4.69931,11.9319
219894058,3926.0,4.63925,11.933
101217486,3401.0,4.75009,11.9339
264615782,3447.0,4.90025,11.9349
35025541,3529.0,4.81428,11.9352
269322258,3611.0,4.73056,11.9357
237098720,3620.0,4.77248,11.937
265475020,3759.0,4.79965,11.9374
219106078,3814.0,4.64434,11.938
275190266,3227.0,4.95787,11.9383
237278708,3276.0,4.80811,11.939
256804821,3428.0,4.89368,11.9393
229496201,3699.0,4.70436,11.9399
417767357,3251.0,5.03933,11.9443
436850863,3524.0,4.7889,11.9457
279871005,3965.0,4.63495,11.9463
264392298,3880.0,4.66831,11.9465
334802880,3286.0,4.99562,11.9474
288636033,3614.0,4.78732,11.948
259249436,3729.0,4.67291,11.9488
420851163,3583.0,4.80288,11.9517
252145751,3345.0,4.79852,11.9519
441798995,3872.0,4.69525,11.9521
297647356,3803.0,4.62092,11.954
422355010,3694.0,4.80622,11.9558
367417181,3490.0,4.82359,11.9559
229510147,3413.0,4.7837,11.9562
378285330,3584.0,4.72396,11.9563
233711735,3750.0,4.74599,11.9564
55000645,3271.0,4.72839,11.9567
117659814,3895.0,4.64961,11.9583
376198365,3491.0,4.74411,11.9592
219868662,3418.0,4.87245,11.9603
400338131,3479.0,4.81499,11.9621
219738733,3837.0,4.72383,11.9622
422369495,3693.0,4.69059,11.9634
71974442,3790.0,4.65595,11.9638
384651706,3952.0,4.60255,11.9645
219790149,3233.0,4.89824,11.9656
230394587,3404.0,4.86251,11.9664
417262984,3650.0,4.6349,11.9686
387331434,3789.0,4.70119,11.9688
351876189,3771.0,4.71305,11.9693
251623590,3738.0,4.70354,11.97
449983518,3581.0,4.68227,11.9702
235949342,3600.0,4.71865,11.972
258923893,3618.0,4.70302,11.9725
420900133,3566.0,4.68579,11.9745
307601091,3947.0,4.63738,11.9748
118388764,3330.0,4.87353,11.9772
359496762,3220.0,4.88512,11.9773
230120143,2868.0,5.06698,11.9775
232628654,3352.0,4.76159,11.9802
198179255,3776.0,4.60801,11.9802
312341223,3242.0,4.77912,11.9803
279282998,3780.0,4.71563,11.9819
354476633,3738.0,4.63642,11.982
374124729,3893.0,4.65555,11.9823
269105266,3293.0,4.98744,11.9835
467579180,3610.0,4.85314,11.9836
368735559,3405.0,4.7694,11.984
327446606,3489.0,4.81059,11.9844
117175455,3741.0,4.56432,11.9851
431966965,3420.0,4.8937,11.9876
240796800,3920.0,4.65963,11.988
279059303,3976.0,4.65236,11.9882
470789613,3317.0,4.77073,11.9884
332375314,3397.0,4.89444,11.9887
198184811,3880.0,4.65136,11.9905
371422711,3394.0,4.85591,11.9923
301738310,3834.0,4.57358,11.9945
236934937,3869.0,4.75875,11.9959
399203199,3762.0,4.64542,11.9959
61085196,3002.0,5.09871,11.997
238750002,3535.0,4.74323,11.9993
419524194,3598.0,4.75651,12.0002
375721487,3520.0,4.81818,12.0011
237289147,3757.0,4.67512,12.0035
54710093,3706.0,4.70184,12.0043
458778313,3644.0,4.73649,12.0044
63716659,3335.0,4.92037,12.0047
54527757,3857.0,4.64362,12.0048
232623426,3904.0,4.58195,12.0051
367856103,3601.0,4.74966,12.0054
348235967,3839.0,4.67078,12.0066
317713012,3836.0,4.62972,12.0072
270012643,3745.0,4.64361,12.0073
219856119,3623.0,4.69718,12.0086
229715404,3825.0,4.74513,12.0091
435680679,3477.0,4.80326,12.0111
13529372,3411.0,4.82539,12.0113
233055558,3812.0,4.6447,12.0114
67635138,3830.0,4.74741,12.0127
229500837,3587.0,4.77089,12.0135
219819314,3843.0,4.64225,12.0144
387606902,3717.0,4.71545,12.0153
407353629,3630.0,4.63165,12.0154
370275578,3761.0,4.61168,12.017
312252141,3514.0,4.76953,12.0177
288677141,3974.0,4.65854,12.0181
470940894,3535.0,4.82113,12.0196
199522486,3544.0,4.72246,12.02
311235628,3594.0,4.73882,12.0202
408781227,3640.0,4.76179,12.0217
286305130,3343.0,4.82932,12.0217
275137629,3417.0,4.82447,12.023
283942773,3883.0,4.65137,12.0235
259098640,3491.0,4.84574,12.024
229743813,3273.0,4.89448,12.0241
357097676,3945.0,4.6314,12.0248
237103535,3730.0,4.76768,12.0249
233094169,3565.0,4.75627,12.0269
199571641,3864.0,4.68123,12.0301
118441990,3845.0,4.77517,12.0325
202929684,3205.0,4.91182,12.0341
235952737,4000.0,4.62889,12.0355
84335903,3321.0,4.92752,12.0373
237068411,3677.0,4.74187,12.0375
367836343,3742.0,4.59605,12.0384
264221307,3585.0,4.64745,12.0389
368444475,3806.0,4.78625,12.0403
268318342,3713.0,4.97696,12.041
219759451,3669.0,4.70896,12.0431
458884801,3752.0,4.64579,12.0434
470908339,3558.0,4.66497,12.044
441724138,3800.0,4.69532,12.0445
400538037,3826.0,4.65606,12.0464
362220700,3415.0,4.82478,12.0466
398337183,3559.0,4.86625,12.047
52855338,3667.0,4.68229,12.0472
279525802,3430.0,4.7997,12.0479
394120462,3278.0,4.88944,12.0483
377252256,3414.0,4.81078,12.0505
250481016,3500.0,4.7548,12.0517
233502388,3899.0,4.34759,12.052
341870349,3471.0,4.69528,12.0537
288312270,3421.0,4.87327,12.0546
365887694,3616.0,4.74359,12.0547
302684495,3803.0,4.65234,12.0552
331866430,3561.0,4.73469,12.0554
235948629,3618.0,4.76578,12.0568
301173184,3341.0,4.84602,12.0582
385404494,3908.0,4.66177,12.0584
389763019,3939.0,4.70324,12.0586
354924802,3551.0,4.70874,12.0588
116008361,3195.0,4.89495,12.0614
49794215,3524.0,4.79497,12.0629
288390875,3931.0,4.66496,12.0629
426419319,3292.0,4.77537,12.0634
46428778,3358.0,4.83858,12.0643
370118995,3396.0,4.68945,12.0648
279187727,3611.0,4.63939,12.0653
116621695,3781.0,4.59049,12.0659
200858977,3688.0,4.73828,12.0662
334490529,3448.0,4.74296,12.0664
388036744,3468.0,4.80613,12.0678
117259862,3778.0,4.6296,12.0678
410738236,3744.0,4.70797,12.0689
13468023,3318.0,4.77722,12.069
353893969,3570.0,4.77247,12.0691
377070955,3545.0,4.93827,12.0693
385440690,3441.0,4.82328,12.07
284606188,3342.0,4.90488,12.0709
28998331,3409.0,4.82724,12.0719
240780623,3892.0,4.61604,12.075
256926364,3540.0,4.78806,12.0754
192801230,3296.0,4.87551,12.0755
308373462,3424.0,4.80826,12.0763
341871810,3795.0,4.71414,12.0764
423928666,3889.0,4.70328,12.0779
240937774,3472.0,4.81854,12.0785
389959930,3924.22,4.45115,12.0787
104029286,3915.0,4.64321,12.0791
427384704,3392.0,4.86127,12.081
421691046,3741.0,4.67744,12.0853
426089930,3497.0,4.78824,12.088
379376842,3300.0,4.85291,12.0883
366872042,3036.0,5.07353,12.0886
309136925,3711.0,4.78463,12.0889
389413259,3376.0,4.81465,12.0891
224604945,3855.0,4.61266,12.0891
237281662,3905.0,4.75769,12.0903
28779003,3285.0,4.87422,12.0915
407245680,3622.0,4.59761,12.0919
229913175,3399.0,4.75996,12.0925
233501728,3816.0,4.68856,12.0933
356823639,3670.0,4.61232,12.0936
258799793,3595.0,4.68697,12.0945
364074068,3756.0,4.68309,12.0948
229651097,3592.0,4.81349,12.0949
378737584,3967.0,4.6097,12.0955
265382981,3730.0,4.68768,12.096
118443612,3514.0,4.85657,12.0981
320501344,3887.0,4.6043,12.0982
233628527,3415.0,4.90433,12.0982
359675905,3634.0,4.74308,12.0984
373699199,3434.0,4.88873,12.0995
302777381,3887.0,4.74414,12.0998
230051646,3399.0,4.84797,12.1005
449988377,3942.0,4.57739,12.1008
329250769,3349.0,4.90174,12.1009
427690309,3474.0,4.81516,12.1014
315776656,3405.0,4.81485,12.1016
431856323,3279.0,4.8211,12.1035
117617778,3400.0,4.81337,12.104
353783697,3352.0,4.85474,12.1053
356893758,3562.0,4.84541,12.1084
229615939,3980.0,4.59488,12.1092
187038217,3412.0,4.7964,12.1114
399129287,3716.0,4.66012,12.1115
237207312,3444.0,4.80497,12.1118
326201351,3437.0,4.88875,12.1121
118420926,3263.0,4.94573,12.1129
11329657,3703.0,4.7393,12.1133
229643864,3717.0,4.69518,12.1138
82396308,3819.0,4.76554,12.115
369991550,3671.0,4.66121,12.1158
428302159,3399.0,4.7941,12.1184
63781635,2848.0,5.18046,12.1194
377291269,3463.0,4.79927,12.121
470196589,3290.0,4.85497,12.1213
400502041,3711.0,4.76692,12.1232
403316110,3809.0,4.68817,12.1242
470789611,3393.0,4.79653,12.1249
240923850,3312.0,4.92836,12.1249
54202777,3563.0,4.75423,12.1252
50267150,3947.0,4.65181,12.1265
82239365,3423.0,4.7036,12.1308
331930989,3487.0,4.69012,12.1308
311706554,3972.0,4.62057,12.1311
312862941,3810.0,4.56875,12.1312
356823091,3875.0,4.61881,12.1327
233632813,3356.0,4.8461,12.1329
390526848,3594.0,4.81984,12.135
34712286,3407.0,4.92301,12.1366
265298981,3373.0,4.84526,12.1368
271026478,3785.0,4.6731,12.1372
129870413,3506.0,4.80774,12.1375
399855673,3746.0,4.73144,12.1385
434263715,3728.0,4.65519,12.1414
284889388,3968.0,4.64811,12.1432
22946349,3526.0,4.81771,12.1436
14046558,3522.0,4.82606,12.1439
81822105,3490.0,4.8212,12.1455
428051349,3369.0,4.83499,12.1473
356894257,3997.0,4.61296,12.1476
356786247,3603.0,4.80436,12.1478
236775812,3339.0,4.8654,12.1487
376773031,3876.0,4.69234,12.1496
288268225,3758.0,4.73997,12.1499
379319519,3792.0,4.68798,12.1513
326201262,3612.0,4.74165,12.1519
265202603,3847.0,4.65846,12.1526
374301984,3543.0,4.72882,12.1537
417668048,3664.0,4.81142,12.1538
280074932,3811.0,4.65049,12.1578
285424004,3395.0,4.88199,12.1579
444726013,3634.0,4.62745,12.1582
233530909,3426.0,4.74871,12.16
199607751,3536.0,4.7649,12.16
229783705,3479.0,4.77402,12.1616
312263641,3471.0,4.78644,12.162
265069947,3699.0,4.60022,12.1629
219868114,3268.0,4.81,12.1634
1884524549,3656.0,4.82148,12.1637
13615370,3781.0,4.67842,12.1645
400126289,3498.0,4.8487,12.1656
445246099,3824.0,4.68099,12.166
353376666,3771.0,4.67227,12.167
22740298,3399.0,4.8504,12.1674
13450258,3938.0,4.65193,12.1678
370943224,3243.0,5.02902,12.1679
34553729,3360.0,4.81605,12.1688
348766122,3494.0,4.80402,12.1688
408727812,3343.0,4.73408,12.1692
101219357,3688.0,4.82943,12.1716
387413263,3617.0,4.71602,12.1719
269662126,3440.0,4.90931,12.1725
357687420,3482.0,4.68036,12.1726
252108608,3962.0,4.60422,12.1726
240794193,3943.0,4.57285,12.1739
434539878,3686.0,4.73657,12.175
116496124,3999.0,4.58264,12.1753
230396132,3820.0,4.67244,12.1754
316627328,2869.0,5.21286,12.1755
427925511,3766.0,4.62628,12.1766
357676873,3523.0,4.70128,12.1789
280130944,3916.0,4.63688,12.1798
387702795,3928.0,4.72499,12.1804
407353770,3913.0,4.63995,12.1818
229781583,3692.0,4.71598,12.1819
455825451,3384.0,4.85604,12.1857
274845152,3614.0,4.74817,12.1858
319715220,3951.0,4.66838,12.1861
178044388,3252.0,4.89471,12.1862
85595350,3383.0,4.90996,12.1868
368310784,3450.0,4.83521,12.1868
236770651,3567.0,4.77346,12.1895
198162530,3717.0,4.67682,12.1898
385048602,3027.0,5.15391,12.1905
73641828,3274.0,4.89126,12.1908
129869116,3613.0,4.80069,12.191
233680107,3922.0,4.62289,12.1919
251357065,3716.0,4.66674,12.1937
364075630,3019.0,5.08635,12.1938
229953261,3843.0,4.69334,12.1939
219815508,3900.0,4.61792,12.1941
329172918,3639.0,4.68164,12.1954
54796251,3311.0,4.94313,12.1956
376546835,3822.0,4.64768,12.1969
240715769,3799.0,4.63455,12.198
312147716,3882.0,4.65971,12.1991
354790015,3862.0,4.67631,12.1993
356919408,3905.0,4.63055,12.1995
258511230,3478.0,4.93639,12.1998
241131036,3451.0,4.74101,12.2005
219787707,3550.0,4.67135,12.2006
117622218,3749.0,4.75736,12.2007
251231245,3476.0,4.76504,12.2008
289572405,3407.0,4.70181,12.2025
81304761,3381.0,4.89706,12.2038
420135095,3316.0,4.85844,12.2055
230395127,3190.0,4.86699,12.2063
250796011,3379.0,4.86788,12.2066
302778903,3667.0,4.71681,12.2071
251576314,3656.0,4.66099,12.2074
390240599,3704.0,4.71828,12.2079
356701213,3776.0,4.6615,12.2079
301477968,3542.0,4.74263,12.2081
11337032,3837.0,4.62225,12.2102
230091879,3845.0,4.67795,12.2116
311188656,3679.0,4.69458,12.2122
420175617,3468.0,4.85167,12.2126
376354629,3889.0,4.73531,12.2129
346594558,3340.0,4.86662,12.2141
34939903,3500.0,4.79947,12.2142
436883029,3253.0,4.92049,12.2149
85590561,3558.0,4.77901,12.2153
283944247,3565.0,4.78562,12.2154
387408783,3385.0,4.78465,12.2165
101032472,3486.0,4.79484,12.2172
207441832,3585.0,4.76971,12.2195
359312638,3794.0,4.7888,12.2201
219874414,3446.0,4.72253,12.2203
316134319,3161.0,5.02102,12.2205
417747738,3281.0,4.86882,12.2207
233730720,3593.0,4.77096,12.2209
235934617,3401.0,4.81379,12.2222
379378960,3564.0,4.75917,12.2224
236934929,3560.0,4.78463,12.2227
229497183,3802.0,4.67682,12.2231
271655867,3972.0,4.63751,12.2231
186967393,3359.0,4.89261,12.2245
385438696,3442.0,4.81233,12.2257
396323016,3246.0,4.87073,12.2272
233604949,3882.0,4.62903,12.2275
376194202,3805.0,4.60903,12.2276
417412274,3456.0,4.80315,12.2285
470804724,3820.0,4.63571,12.2301
251487142,3597.0,4.7866,12.2306
255803942,3702.0,4.7298,12.2309
198163129,3559.0,4.74593,12.2309
365888166,3652.0,4.75498,12.2318
224604854,3824.0,4.64231,12.2322
285035817,3923.0,4.63225,12.2332
367069981,3482.0,4.84451,12.2335
453154535,3957.0,4.65282,12.234
338369013,3589.0,4.82147,12.2342
420471403,3878.0,4.62882,12.2378
235987619,3593.0,4.73442,12.2394
259168010,3861.0,4.68685,12.241
139535140,3606.0,4.84866,12.2415
374607037,3930.0,4.68354,12.2429
232619085,3527.0,4.64103,12.2431
470798300,3532.0,4.74552,12.2443
428747726,3425.0,4.76818,12.2445
376774769,3780.0,4.68305,12.2466
424731063,3681.0,4.68632,12.2473
240982417,3597.0,4.75612,12.2477
302550241,3542.0,4.89544,12.2492
192690221,3189.0,4.97182,12.2495
118391363,3480.0,4.9009,12.2501
353687105,3287.0,4.93744,12.2502
288601772,3766.0,4.70658,12.2504
434806686,3786.0,4.73865,12.2507
219787770,3210.0,4.91247,12.251
385441690,3874.0,4.66143,12.2511
301741542,3759.0,4.72501,12.2517
406594865,3462.0,4.86673,12.2523
240718579,3634.0,4.74505,12.2535
219428571,3170.0,4.89962,12.2538
52710498,3780.0,4.67736,12.2546
13700087,3459.0,4.60725,12.2548
362963879,3326.0,4.91451,12.2552
13079472,3667.0,4.70012,12.2554
433784300,3549.0,4.79555,12.257
233602827,3959.0,4.68416,12.2574
270826201,3537.0,4.79377,12.2599
116008385,3528.0,4.8266,12.2601
13026234,3395.0,4.79897,12.262
219739642,3563.0,4.71564,12.2629
441810113,3442.0,4.80935,12.2629
250678371,3665.0,4.89665,12.263
219863288,3780.0,4.65147,12.2641
431803114,3441.0,4.80928,12.2654
343410928,3120.0,4.98484,12.2656
427466729,3865.0,4.61963,12.2656
427731217,3618.0,4.6335,12.2661
229950089,3805.0,4.6347,12.2664
264007345,3533.0,4.72055,12.2668
307957392,3201.0,4.97674,12.2694
279842588,3720.0,4.62305,12.2703
82561650,3846.0,4.67167,12.2712
289589304,3406.0,4.79802,12.2722
265429516,3936.0,4.63952,12.273
229644238,3915.0,4.71435,12.2731
125738790,3590.0,4.83821,12.2733
427766763,3921.0,4.62992,12.2734
415879735,3296.0,4.98992,12.2743
367837463,3671.0,4.78323,12.2752
333870463,3549.0,4.69116,12.276
249919046,3831.0,4.65366,12.2762
370060089,3476.0,4.68386,12.2766
316254170,3573.0,4.7889,12.277
365597431,3473.0,4.80462,12.2772
306188777,3535.0,4.80415,12.2772
275479421,3472.0,4.82643,12.2792
422554587,3782.0,4.61125,12.2794
427323148,3363.0,5.04192,12.2821
389908768,3540.0,4.77587,12.2824
450125386,3426.0,4.6156,12.2826
316517667,3682.0,4.7141,12.2833
160550882,3666.0,4.73061,12.2837
353936060,3475.0,4.76386,12.2838
376299645,3918.0,4.65836,12.2842
302077107,3875.0,4.6587,12.2856
255978671,3945.0,4.63039,12.2913
289624192,3903.0,4.61611,12.2919
230385416,3927.0,4.74991,12.2935
233744724,3342.0,4.84099,12.2936
63589034,3177.0,4.97205,12.2939
348229948,3555.0,4.75467,12.294
415957794,3028.0,4.99916,12.2963
302773444,3887.0,4.57525,12.3007
229760249,3431.0,4.81097,12.3012
389968535,3562.0,4.67417,12.3026
285935679,3680.0,4.79797,12.3031
353895848,3400.0,4.85744,12.3033
258922572,3688.0,4.73086,12.3044
229684154,3869.0,4.68243,12.3072
230076121,3691.0,4.71488,12.3079
104028931,3996.0,4.58967,12.308
51955556,3885.0,4.66615,12.3085
368727761,3385.0,4.89503,12.3102
229618478,3966.0,4.63584,12.3105
397281820,3699.0,4.65763,12.3111
53965431,3588.0,4.83971,12.312
251149777,3488.0,4.71609,12.3163
284430205,3288.0,4.81796,12.3173
403881701,3542.0,4.74627,12.3174
251816893,3692.0,4.77686,12.319
82490722,3772.0,4.67465,12.3193
67390998,3050.0,5.04777,12.3203
377073905,3795.0,4.71041,12.3207
311233767,3371.0,4.85523,12.3208
347426057,3354.0,5.00283,12.3221
235687447,3547.0,4.77153,12.323
378766829,3789.0,4.69589,12.3233
232633580,3499.0,4.77642,12.3247
12002586,3823.0,4.64588,12.3254
332494764,3106.0,5.0023,12.3258
467361606,3201.0,5.02153,12.3273
441810922,3882.0,4.67862,12.3274
332869938,3494.0,4.88781,12.3298
279186939,3757.0,4.71194,12.3301
12989930,3532.0,4.81882,12.3321
264803957,3960.0,4.65307,12.3335
292519957,3193.0,4.99711,12.3345
233741643,3588.0,4.67276,12.3346
229449838,3760.0,4.70729,12.3349
404003406,3689.0,4.68135,12.3358
301168321,3906.0,4.62285,12.3365
264193960,3774.0,4.76903,12.3367
256929683,3330.0,4.94264,12.3371
233074272,3382.0,4.76653,12.3383
219881125,3701.0,4.73827,12.3398
279946698,3675.0,4.80285,12.3399
235930678,3252.0,4.88617,12.34
385101977,3628.0,4.83038,12.3417
366070267,3565.0,4.82236,12.3424
63562714,3453.0,4.84281,12.3424
279600998,3345.0,4.87822,12.3451
73693127,3454.0,4.79211,12.3459
428055049,3434.0,4.64353,12.3465
397235403,3386.0,4.88042,12.347
389540661,3567.0,4.78773,12.3489
352769233,3735.0,4.60714,12.3503
46505495,3402.0,4.84688,12.3512
252187659,3544.0,4.7432,12.3513
354626473,3411.0,4.80199,12.3522
264391731,3763.0,4.84006,12.3527
230395228,3177.0,4.86756,12.3535
233568014,3687.0,4.70556,12.3536
458874148,3776.0,4.66164,12.3549
459984820,3805.0,4.70045,12.3558
415961046,3341.0,4.82605,12.356
422608368,3633.0,4.66893,12.3589
77634567,3211.0,4.96169,12.3589
470778497,3419.0,4.72567,12.3595
28672674,3209.0,4.87772,12.3596
117869042,3897.0,4.67261,12.36
467334840,3396.0,4.78084,12.3604
301269439,3658.0,4.73354,12.3609
