TIC_ID,Teff,logg,Tmag,LS_Period,LS_Power,ACF_Period,Final_Period,Flag,Variability,R_score,rotation_reliability
237203755,3989.0,4.65925,11.8294,2.76,0.000233,,2.76,LS_only,0.000505,0,Very_Low
271829526,3825.0,4.64514,11.8295,9.1935,0.000616,10.0833,9.1935,Match,0.000816,2,Medium
390337076,3585.0,4.68974,11.8318,4.9535,0.000571,,4.9535,LS_only,0.001156,0,Very_Low
374123701,3521.0,4.83501,11.8325,6.5888,0.000444,,6.5888,LS_only,0.000962,0,Very_Low
191763400,3564.0,4.79605,11.8327,11.9577,0.000578,,11.9577,LS_only,0.000969,0,Very_Low
51021357,3661.0,4.68515,11.8336,15.0,0.000799,1.3333,15.0,Match,0.001112,1,Low
285129058,3090.0,5.10827,11.8336,6.2647,0.000527,,6.2647,LS_only,0.00105,0,Very_Low
288318684,3660.0,4.75432,11.8339,6.5361,0.00038,,6.5361,LS_only,0.000694,0,Very_Low
445449977,3670.0,4.67522,11.8348,4.5596,0.000299,,4.5596,LS_only,0.000602,0,Very_Low
288432052,3510.0,4.80077,11.8352,2.4866,0.000211,,2.4866,LS_only,0.000605,0,Very_Low
468607863,3800.0,4.71845,11.8356,13.2803,0.000238,,13.2803,LS_only,0.000555,0,Very_Low
366917144,3359.0,4.8547,11.8362,2.7511,0.000187,,2.7511,LS_only,0.000521,0,Very_Low
116058605,3819.0,4.69946,11.8392,13.2857,0.00057,13.25,13.2857,Match,0.001047,2,Medium
321595102,3287.0,4.93812,11.8405,8.507,0.000275,,8.507,LS_only,0.000662,0,Very_Low
201179439,3487.0,4.87811,11.8411,6.2,0.000297,,6.2,LS_only,0.000592,0,Very_Low
229614158,3168.0,4.96352,11.8443,0.8574,0.005275,0.8333,0.8574,Match,0.00396,3,High
406517901,3042.0,5.08656,11.8445,9.1048,0.000753,9.1667,9.1048,Match,0.001089,2,Medium
285574368,3757.0,4.70135,11.8448,11.9577,0.000856,0.75,11.9577,Match,0.000974,1,Low
396656290,3684.0,4.75185,11.8448,6.5493,0.00066,0.8333,6.5493,Match,0.00084,1,Low
237113874,3885.0,4.66519,11.8497,7.8544,0.001559,8.9167,7.8544,Match,0.001601,1,Low
455964468,3571.0,4.81362,11.8497,4.0857,0.001178,,4.0857,LS_only,0.00213,0,Very_Low
233067489,3323.0,4.86173,11.8542,7.8409,0.000295,,7.8409,LS_only,0.000518,0,Very_Low
199713324,3852.0,4.67322,11.8554,5.2953,0.000261,,5.2953,LS_only,0.000584,0,Very_Low
252109307,3930.0,4.62476,11.8557,5.9244,0.001409,1.3333,5.9244,Match,0.008189,1,Low
431988835,3742.0,4.72898,11.8564,5.3817,0.00162,0.75,5.3817,Match,0.002441,1,Low
251761428,3607.0,4.74387,11.8572,10.7702,0.000932,0.8333,10.7702,Match,0.001082,1,Low
367096949,3877.0,4.76014,11.8572,2.0916,0.000137,,2.0916,LS_only,0.00048,0,Very_Low
348526682,3653.0,4.59695,11.8574,0.6682,0.005871,0.75,0.6682,Match,0.006664,2,Medium
459982553,3560.0,4.78572,11.8579,7.2442,0.000323,,7.2442,LS_only,0.000694,0,Very_Low
323145440,3616.0,4.71584,11.8617,5.158,0.000256,,5.158,LS_only,0.000574,0,Very_Low
186615198,3721.0,4.7344,11.8628,11.9492,0.000206,,11.9492,LS_only,0.000515,0,Very_Low
346902450,3459.0,4.82902,11.8637,9.9176,0.001747,1.5,9.9176,Match,0.002074,1,Low
196948839,3528.0,4.79222,11.8657,6.9802,0.003765,14.3333,14.3333,Harmonic_Corrected,0.003911,2,Medium
101168642,3390.0,4.87547,11.8668,6.8865,0.000766,,6.8865,LS_only,0.001086,0,Very_Low
165529663,3831.0,4.70953,11.8671,8.4146,0.000419,,8.4146,LS_only,0.000746,0,Very_Low
420130591,2907.0,5.16515,11.8694,2.6336,0.00027,,2.6336,LS_only,0.000727,0,Very_Low
426150683,3753.0,4.77946,11.8706,9.965,0.000378,0.5833,9.965,Match,0.000659,1,Low
329083521,3073.0,4.86874,11.8713,9.9415,0.006309,9.6667,9.9415,Match,0.007495,3,High
54796253,3378.0,4.91069,11.8713,6.9934,0.001144,,6.9934,LS_only,0.001661,0,Very_Low
264175097,3645.0,4.723,11.872,11.8966,0.000343,,11.8966,LS_only,0.00054,0,Very_Low
275695806,3370.0,4.7942,11.8759,1.4048,0.021345,1.4167,1.4048,Match,0.016039,3,High
85435483,3258.0,4.85424,11.8766,7.4077,0.000265,,7.4077,LS_only,0.000636,0,Very_Low
229588135,3438.0,4.8343,11.8767,10.6915,0.000464,13.25,10.6915,Match,0.000703,1,Low
184685175,3858.0,4.73527,11.8774,5.64,0.000342,,5.64,LS_only,0.000563,0,Very_Low
178043185,3248.0,4.92912,11.8778,6.2,0.000409,,6.2,LS_only,0.000692,0,Very_Low
387950679,3678.0,4.75666,11.8781,9.9415,0.000224,,9.9415,LS_only,0.000474,0,Very_Low
194665339,3681.0,4.71027,11.8815,11.8605,0.00067,0.9167,11.8605,Match,0.000892,1,Low
445143380,3783.0,4.67366,11.8817,13.3072,0.000869,,13.3072,LS_only,0.001428,0,Very_Low
362219539,3386.0,4.87352,11.8819,9.1176,0.001555,9.1667,9.1176,Match,0.001619,2,Medium
237199341,3324.0,4.97704,11.8826,3.4539,0.000225,,3.4539,LS_only,0.000594,0,Very_Low
379604750,3483.0,4.76079,11.8832,6.226,0.000352,,6.226,LS_only,0.00073,0,Very_Low
431778101,3414.0,4.83026,11.884,0.9972,0.003882,2.0,2.0,Harmonic_Corrected,0.005388,2,Medium
198537783,3175.0,4.84143,11.8862,2.5203,0.003997,10.0,2.5203,Match,0.01116,2,Medium
83614388,3860.0,4.58994,11.8875,1.1501,0.000487,23.0,1.1501,Match,0.001434,1,Low
445414162,3700.0,4.71549,11.8882,15.0,0.003399,0.75,15.0,Match,0.003291,2,Medium
376977108,3890.0,4.6226,11.8886,9.8449,0.000641,0.75,9.8449,Match,0.00085,1,Low
271764130,3435.0,4.79105,11.8888,2.2873,0.000731,23.0,2.2873,Match,0.001757,1,Low
251144111,3420.0,4.76191,11.8917,11.8966,0.000642,0.6667,11.8966,Match,0.000979,1,Low
241080241,3789.0,4.715,11.8924,6.9802,0.000352,,6.9802,LS_only,0.000603,0,Very_Low
385556503,3455.0,4.74531,11.8932,4.5371,0.00049,0.5833,4.5371,Match,0.0008,1,Low
286478778,3426.0,4.84052,11.8943,11.8786,0.00195,1.4167,11.8786,Match,0.00184,1,Low
427975465,3583.0,4.80579,11.8957,6.2647,0.000192,,6.2647,LS_only,0.000531,0,Very_Low
399358732,3393.0,4.81219,11.8957,6.2647,0.000652,,6.2647,LS_only,0.001013,0,Very_Low
219850734,3997.0,4.3158,11.8962,6.6923,0.000867,0.75,6.6923,Match,0.000908,1,Low
376867447,3617.0,4.60051,11.8967,9.8449,0.001132,10.3333,9.8449,Match,0.001088,2,Medium
452883984,3699.0,4.6572,11.8971,5.4061,0.001304,,5.4061,LS_only,0.001797,0,Very_Low
269821456,3519.0,4.73458,11.8975,2.1237,0.001169,13.0,2.1237,Match,0.00212,1,Low
229498730,3817.0,4.65704,11.8982,6.1738,0.00095,13.0833,13.0833,Harmonic_Corrected,0.001308,1,Low
338432224,3459.0,4.85436,11.8983,1.4151,0.000385,,1.4151,LS_only,0.000849,0,Very_Low
357098257,3785.0,4.63515,11.8989,3.4254,0.000348,,3.4254,LS_only,0.00062,0,Very_Low
470149057,3986.0,4.77942,11.9008,10.814,0.000381,0.5833,10.814,Match,0.000466,1,Low
368611906,3688.0,4.79956,11.901,4.5596,0.000493,,4.5596,LS_only,0.000836,0,Very_Low
238798278,3638.0,4.74617,11.903,2.4133,0.000176,,2.4133,LS_only,0.000537,0,Very_Low
233574265,3336.0,4.72574,11.904,11.8696,0.001002,1.4167,11.8696,Match,0.001817,1,Low
236877420,3489.0,4.83465,11.9045,13.2857,0.000357,,13.2857,LS_only,0.000622,0,Very_Low
233747343,3997.0,4.64759,11.9049,15.0,0.00054,0.9167,15.0,Match,0.000725,1,Low
233010968,3621.0,4.73331,11.9056,9.7445,0.001551,,9.7445,LS_only,0.001509,0,Very_Low
301738457,3329.0,4.8588,11.9058,3.3732,0.01904,3.3333,3.3732,Match,0.015129,3,High
387444984,3427.0,4.76973,11.9066,11.9577,0.000323,,11.9577,LS_only,0.000648,0,Very_Low
403749235,3717.0,4.67282,11.9068,6.9403,0.000703,,6.9403,LS_only,0.001106,0,Very_Low
354707360,3938.0,4.66235,11.9094,1.8067,0.000308,,1.8067,LS_only,0.000828,0,Very_Low
241032942,3602.0,4.85189,11.91,9.9176,0.002609,,9.9176,LS_only,0.003087,1,Low
198158395,4000.0,4.54834,11.9103,4.4691,0.000374,,4.4691,LS_only,0.000704,0,Very_Low
275484488,3584.0,4.71082,11.9104,6.5228,0.00442,6.3333,6.5228,Match,0.003674,3,High
280407757,3843.0,4.65626,11.9112,9.8936,0.017635,9.6667,9.8936,Match,0.013716,3,High
312977014,3744.0,4.71744,11.9114,10.8568,0.000279,,10.8568,LS_only,0.000637,0,Very_Low
427975822,3684.0,4.72795,11.9125,4.7545,0.000299,,4.7545,LS_only,0.000568,0,Very_Low
229943561,3412.0,4.9411,11.9155,4.3014,0.000168,,4.3014,LS_only,0.00048,0,Very_Low
219812327,3444.0,4.81813,11.916,8.4146,0.000618,8.5833,8.4146,Match,0.000856,2,Medium
301472116,3725.0,4.69091,11.9168,4.5484,0.000946,,4.5484,LS_only,0.001526,0,Very_Low
229441786,3764.0,4.59457,11.917,9.0789,0.00032,,9.0789,LS_only,0.00056,0,Very_Low
34622064,3456.0,4.85989,11.9178,11.9577,0.00045,,11.9577,LS_only,0.000907,0,Very_Low
34942282,3433.0,4.7368,11.9197,2.861,0.004581,2.8333,2.861,Match,0.004192,3,High
34854348,3145.0,4.94065,11.9198,4.243,0.011177,4.1667,4.243,Match,0.00934,3,High
85486219,3553.0,4.73778,11.9201,2.3508,0.01053,2.3333,2.3508,Match,0.008117,3,High
420683567,3351.0,4.9308,11.922,5.4878,0.000291,,5.4878,LS_only,0.000658,0,Very_Low
378761120,3772.0,4.77351,11.9226,0.9011,0.000148,,0.9011,LS_only,0.00046,0,Very_Low
219807052,3146.0,4.88041,11.9234,3.4063,0.000327,,3.4063,LS_only,0.000693,0,Very_Low
201297670,3662.0,4.71826,11.9236,6.9269,0.000587,,6.9269,LS_only,0.001052,0,Very_Low
10161397,3762.0,4.68492,11.9243,5.146,0.000521,0.5833,5.146,Match,0.000999,1,Low
398308212,3405.0,4.86824,11.9244,7.8679,0.000369,,7.8679,LS_only,0.000685,0,Very_Low
368511663,3508.0,4.91678,11.9246,4.2537,0.000344,,4.2537,LS_only,0.000743,0,Very_Low
235944789,3605.0,4.76422,11.9256,2.6493,0.00033,,2.6493,LS_only,0.00065,0,Very_Low
198213399,3815.0,4.72394,11.9266,2.9568,0.000691,,2.9568,LS_only,0.001458,0,Very_Low
427842434,3597.0,4.72476,11.9275,4.7545,0.000463,0.5833,4.7545,Match,0.000649,1,Low
229957585,3703.0,4.70496,11.9276,2.6873,0.000242,,2.6873,LS_only,0.000514,0,Very_Low
452882423,2868.0,5.22156,11.9278,10.8673,0.000584,0.5833,10.8673,Match,0.001204,1,Low
265198739,3760.0,4.62794,11.928,9.8936,0.000316,,9.8936,LS_only,0.000755,0,Very_Low
219739930,3377.0,4.84717,11.9298,2.1983,0.000253,,2.1983,LS_only,0.000625,0,Very_Low
194776967,3941.31,4.55309,11.9303,9.77,0.000753,,9.77,LS_only,0.000857,0,Very_Low
388080623,3585.0,4.69931,11.9319,1.4583,0.000146,,1.4583,LS_only,0.000483,0,Very_Low
219894058,3926.0,4.63925,11.933,9.7573,0.000614,,9.7573,LS_only,0.000694,0,Very_Low
101217486,3401.0,4.75009,11.9339,1.8896,0.006729,1.9167,1.8896,Match,0.00604,3,High
264615782,3447.0,4.90025,11.9349,3.4729,0.003747,,3.4729,LS_only,0.006518,1,Low
35025541,3529.0,4.81428,11.9352,6.226,0.000579,22.6667,6.226,Match,0.001163,1,Low
269322258,3611.0,4.73056,11.9357,9.1935,0.001077,1.0833,9.1935,Match,0.001051,1,Low
237098720,3620.0,4.77248,11.937,11.8513,0.000622,,11.8513,LS_only,0.000743,0,Very_Low
265475020,3759.0,4.79965,11.9374,2.5978,0.000571,,2.5978,LS_only,0.001078,0,Very_Low
219106078,3814.0,4.64434,11.938,1.8005,0.000246,,1.8005,LS_only,0.000628,0,Very_Low
275190266,3227.0,4.95787,11.9383,3.0086,0.002853,3.0,3.0086,Match,0.002327,3,High
237278708,3276.0,4.80811,11.939,7.8947,0.000407,,7.8947,LS_only,0.000666,0,Very_Low
256804821,3428.0,4.89368,11.9393,2.6493,0.000423,,2.6493,LS_only,0.000807,0,Very_Low
229496201,3699.0,4.70436,11.9399,5.0978,0.000195,,5.0978,LS_only,0.000491,0,Very_Low
417767357,3251.0,5.03933,11.9443,7.4343,0.000322,,7.4343,LS_only,0.000725,0,Very_Low
436850863,3524.0,4.7889,11.9457,4.5596,0.000186,,4.5596,LS_only,0.000485,0,Very_Low
279871005,3965.0,4.63495,11.9463,10.8673,0.000768,0.5833,10.8673,Match,0.000824,1,Low
264392298,3880.0,4.66831,11.9465,4.5032,0.000269,,4.5032,LS_only,0.00055,0,Very_Low
334802880,3286.0,4.99562,11.9474,9.181,0.00499,0.6667,9.181,Match,0.005821,2,Medium
288636033,3614.0,4.78732,11.948,9.8936,0.000631,,9.8936,LS_only,0.001141,0,Very_Low
259249436,3729.0,4.67291,11.9488,6.5888,0.000795,,6.5888,LS_only,0.001731,0,Very_Low
420851163,3583.0,4.80288,11.9517,3.3917,0.00072,6.75,6.75,Harmonic_Corrected,0.001189,1,Low
252145751,3345.0,4.79852,11.9519,1.9062,0.000286,,1.9062,LS_only,0.000734,0,Very_Low
441798995,3872.0,4.69525,11.9521,10.7256,0.00035,,10.7256,LS_only,0.000581,0,Very_Low
297647356,3803.0,4.62092,11.954,1.7736,0.001935,1.75,1.7736,Match,0.002563,2,Medium
422355010,3694.0,4.80622,11.9558,11.9577,0.000439,,11.9577,LS_only,0.000714,0,Very_Low
367417181,3490.0,4.82359,11.9559,9.1685,0.000471,,9.1685,LS_only,0.001125,0,Very_Low
229510147,3413.0,4.7837,11.9562,15.0,0.000922,,15.0,LS_only,0.001584,0,Very_Low
378285330,3584.0,4.72396,11.9563,4.4118,0.000511,,4.4118,LS_only,0.000834,0,Very_Low
233711735,3750.0,4.74599,11.9564,8.4012,0.000219,,8.4012,LS_only,0.000529,0,Very_Low
55000645,3271.0,4.72839,11.9567,11.9577,0.001128,0.75,11.9577,Match,0.001187,1,Low
117659814,3895.0,4.64961,11.9583,9.1432,0.001027,,9.1432,LS_only,0.001843,0,Very_Low
376198365,3491.0,4.74411,11.9592,6.213,0.000366,,6.213,LS_only,0.000847,0,Very_Low
219868662,3418.0,4.87245,11.9603,1.8785,0.000146,,1.8785,LS_only,0.000429,0,Very_Low
400338131,3479.0,4.81499,11.9621,4.7659,0.00033,,4.7659,LS_only,0.000778,0,Very_Low
219738733,3837.0,4.72383,11.9622,4.3014,0.000301,,4.3014,LS_only,0.000622,0,Very_Low
422369495,3693.0,4.69059,11.9634,9.9415,0.00056,9.0833,9.9415,Match,0.001014,2,Medium
71974442,3790.0,4.65595,11.9638,11.9577,0.000538,,11.9577,LS_only,0.000757,0,Very_Low
384651706,3952.0,4.60255,11.9645,2.2121,0.000454,,2.2121,LS_only,0.000902,0,Very_Low
219790149,3233.0,4.89824,11.9656,10.814,0.171471,21.5833,21.5833,Harmonic_Corrected,0.197557,2,Medium
230394587,3404.0,4.86251,11.9664,4.6505,0.000206,,4.6505,LS_only,0.000607,0,Very_Low
417262984,3650.0,4.6349,11.9686,6.5888,0.000839,,6.5888,LS_only,0.001619,0,Very_Low
387331434,3789.0,4.70119,11.9688,9.9415,0.000381,,9.9415,LS_only,0.00071,0,Very_Low
351876189,3771.0,4.71305,11.9693,13.3072,0.000342,1.75,13.3072,Match,0.001545,1,Low
251623590,3738.0,4.70354,11.97,10.7812,0.001653,,10.7812,LS_only,0.001669,0,Very_Low
449983518,3581.0,4.68227,11.9702,10.8568,0.000524,,10.8568,LS_only,0.001259,0,Very_Low
235949342,3600.0,4.71865,11.972,10.814,0.000994,11.8333,10.814,Match,0.001121,2,Medium
258923893,3618.0,4.70302,11.9725,10.7812,0.000211,,10.7812,LS_only,0.000593,0,Very_Low
420900133,3566.0,4.68579,11.9745,9.8571,0.000245,,9.8571,LS_only,0.000584,0,Very_Low
307601091,3947.0,4.63738,11.9748,6.8865,0.000499,,6.8865,LS_only,0.00087,0,Very_Low
118388764,3330.0,4.87353,11.9772,4.5596,0.000402,,4.5596,LS_only,0.000832,0,Very_Low
359496762,3220.0,4.88512,11.9773,13.2692,0.000324,,13.2692,LS_only,0.000651,0,Very_Low
230120143,2868.0,5.06698,11.9775,8.2359,0.000876,0.75,8.2359,Match,0.002667,1,Low
232628654,3352.0,4.76159,11.9802,2.2697,0.027574,2.25,2.2697,Match,0.020446,3,High
198179255,3776.0,4.60801,11.9802,4.4691,0.000195,,4.4691,LS_only,0.000541,0,Very_Low
312341223,3242.0,4.77912,11.9803,6.6149,0.000979,,6.6149,LS_only,0.001683,0,Very_Low
279282998,3780.0,4.71563,11.9819,3.1319,0.000283,,3.1319,LS_only,0.000745,0,Very_Low
354476633,3738.0,4.63642,11.982,5.158,0.000225,,5.158,LS_only,0.000555,0,Very_Low
374124729,3893.0,4.65555,11.9823,6.5888,0.00096,6.6667,6.5888,Match,0.000989,2,Medium
269105266,3293.0,4.98744,11.9835,1.8579,0.002049,3.75,3.75,Harmonic_Corrected,0.003286,1,Low
467579180,3610.0,4.85314,11.9836,5.615,0.000319,,5.615,LS_only,0.000752,0,Very_Low
368735559,3405.0,4.7694,11.984,2.2669,0.002413,,2.2669,LS_only,0.007027,1,Low
327446606,3489.0,4.81059,11.9844,10.8673,0.000623,,10.8673,LS_only,0.001291,0,Very_Low
117175455,3741.0,4.56432,11.9851,0.5615,0.000845,1.25,0.5615,Match,0.012434,1,Low
431966965,3420.0,4.8937,11.9876,15.0,0.004572,,15.0,LS_only,0.006921,1,Low
240796800,3920.0,4.65963,11.988,11.9577,0.001002,0.6667,11.9577,Match,0.001134,1,Low
279059303,3976.0,4.65236,11.9882,7.0197,0.0006,,7.0197,LS_only,0.000879,0,Very_Low
470789613,3317.0,4.77073,11.9884,0.7376,0.007976,0.8333,0.7376,Match,0.011375,2,Medium
332375314,3397.0,4.89444,11.9887,2.0738,0.000361,,2.0738,LS_only,0.000787,0,Very_Low
198184811,3880.0,4.65136,11.9905,2.6257,0.000213,,2.6257,LS_only,0.000508,0,Very_Low
371422711,3394.0,4.85591,11.9923,7.4607,0.000523,,7.4607,LS_only,0.000877,0,Very_Low
301738310,3834.0,4.57358,11.9945,2.5485,0.000323,,2.5485,LS_only,0.000702,0,Very_Low
236934937,3869.0,4.75875,11.9959,7.8947,0.000414,,7.8947,LS_only,0.000677,0,Very_Low
399203199,3762.0,4.64542,11.9959,2.2805,0.020501,2.1667,2.2805,Match,0.024656,3,High
61085196,3002.0,5.09871,11.997,5.4183,0.00056,0.75,5.4183,Match,0.002385,1,Low
238750002,3535.0,4.74323,11.9993,0.912,0.000777,0.9167,0.912,Match,0.001166,2,Medium
419524194,3598.0,4.75651,12.0002,6.2647,0.000435,,6.2647,LS_only,0.001039,0,Very_Low
375721487,3520.0,4.81818,12.0011,1.0414,0.000226,,1.0414,LS_only,0.000601,0,Very_Low
237289147,3757.0,4.67512,12.0035,9.1304,0.000606,,9.1304,LS_only,0.000827,0,Very_Low
54710093,3706.0,4.70184,12.0043,5.9371,0.000642,,5.9371,LS_only,0.001036,0,Very_Low
458778313,3644.0,4.73649,12.0044,4.5484,0.001222,0.75,4.5484,Match,0.001789,1,Low
63716659,3335.0,4.92037,12.0047,3.3825,0.000594,,3.3825,LS_only,0.00116,0,Very_Low
54527757,3857.0,4.64362,12.0048,6.6019,0.000575,,6.6019,LS_only,0.000821,0,Very_Low
232623426,3904.0,4.58195,12.0051,15.0,0.000412,,15.0,LS_only,0.00085,0,Very_Low
367856103,3601.0,4.74966,12.0054,2.4493,0.000443,,2.4493,LS_only,0.000871,0,Very_Low
348235967,3839.0,4.67078,12.0066,10.8462,0.001997,10.3333,10.8462,Match,0.002301,2,Medium
317713012,3836.0,4.62972,12.0072,10.8568,0.00046,1.0833,10.8568,Match,0.000609,1,Low
270012643,3745.0,4.64361,12.0073,0.7665,0.000973,0.75,0.7665,Match,0.001493,2,Medium
219856119,3623.0,4.69718,12.0086,7.6602,0.000704,,7.6602,LS_only,0.000967,0,Very_Low
229715404,3825.0,4.74513,12.0091,8.4146,0.000958,1.1667,8.4146,Match,0.001313,1,Low
435680679,3477.0,4.80326,12.0111,11.8235,0.000608,,11.8235,LS_only,0.000737,0,Very_Low
13529372,3411.0,4.82539,12.0113,2.0611,0.000859,1.4167,2.0611,Match,0.002352,1,Low
233055558,3812.0,4.6447,12.0114,15.0,0.000202,,15.0,LS_only,0.000507,0,Very_Low
67635138,3830.0,4.74741,12.0127,9.1558,0.00027,,9.1558,LS_only,0.000623,0,Very_Low
229500837,3587.0,4.77089,12.0135,6.5493,0.001273,,6.5493,LS_only,0.001626,0,Very_Low
219819314,3843.0,4.64225,12.0144,8.4012,0.000474,,8.4012,LS_only,0.00066,0,Very_Low
387606902,3717.0,4.71545,12.0153,7.9346,0.000777,0.5833,7.9346,Match,0.001117,1,Low
407353629,3630.0,4.63165,12.0154,11.9748,0.003018,,11.9748,LS_only,0.00559,1,Low
370275578,3761.0,4.61168,12.017,1.6932,0.017546,1.6667,1.6932,Match,0.013325,3,High
312252141,3514.0,4.76953,12.0177,9.1685,0.000608,9.25,9.1685,Match,0.001021,2,Medium
288677141,3974.0,4.65854,12.0181,2.2697,0.000294,,2.2697,LS_only,0.000583,0,Very_Low
470940894,3535.0,4.82113,12.0196,13.241,0.000628,13.25,13.241,Match,0.000891,2,Medium
199522486,3544.0,4.72246,12.02,10.7702,0.000994,1.3333,10.7702,Match,0.001225,1,Low
311235628,3594.0,4.73882,12.0202,11.7665,0.003934,0.75,11.7665,Match,0.003492,2,Medium
408781227,3640.0,4.76179,12.0217,5.8861,0.000949,0.5833,5.8861,Match,0.001498,1,Low
286305130,3343.0,4.82932,12.0217,4.9418,0.000451,,4.9418,LS_only,0.001311,0,Very_Low
275137629,3417.0,4.82447,12.023,3.4729,0.005068,3.3333,3.4729,Match,0.004594,3,High
283942773,3883.0,4.65137,12.0235,3.2972,0.001001,,3.2972,LS_only,0.002466,0,Very_Low
259098640,3491.0,4.84574,12.024,11.8966,0.00026,,11.8966,LS_only,0.000623,0,Very_Low
229743813,3273.0,4.89448,12.0241,1.4666,0.000222,,1.4666,LS_only,0.000564,0,Very_Low
357097676,3945.0,4.6314,12.0248,11.8966,0.000532,1.4167,11.8966,Match,0.000683,1,Low
237103535,3730.0,4.76768,12.0249,1.8785,0.000537,,1.8785,LS_only,0.000953,0,Very_Low
233094169,3565.0,4.75627,12.0269,8.4146,0.000448,1.4167,8.4146,Match,0.000726,1,Low
199571641,3864.0,4.68123,12.0301,2.3558,0.000403,,2.3558,LS_only,0.000727,0,Very_Low
118441990,3845.0,4.77517,12.0325,5.146,0.000213,,5.146,LS_only,0.000564,0,Very_Low
202929684,3205.0,4.91182,12.0341,0.912,0.009386,,0.912,LS_only,0.026059,1,Low
235952737,4000.0,4.62889,12.0355,6.5493,0.000348,,6.5493,LS_only,0.00067,0,Very_Low
84335903,3321.0,4.92752,12.0373,0.9299,0.002619,1.9167,1.9167,Harmonic_Corrected,0.00459,2,Medium
237068411,3677.0,4.74187,12.0375,7.8947,0.000432,,7.8947,LS_only,0.000811,0,Very_Low
367836343,3742.0,4.59605,12.0384,11.8513,0.00042,13.3333,11.8513,Match,0.000656,1,Low
264221307,3585.0,4.64745,12.0389,7.354,0.000235,,7.354,LS_only,0.000661,0,Very_Low
368444475,3806.0,4.78625,12.0403,9.965,0.000216,,9.965,LS_only,0.000597,0,Very_Low
268318342,3713.0,4.97696,12.041,4.8947,0.001636,5.0833,4.8947,Match,0.001575,2,Medium
219759451,3669.0,4.70896,12.0431,5.8345,0.000261,,5.8345,LS_only,0.000503,0,Very_Low
458884801,3752.0,4.64579,12.0434,6.213,0.000779,12.6667,12.6667,Harmonic_Corrected,0.001222,1,Low
470908339,3558.0,4.66497,12.044,1.2953,0.004624,1.3333,1.2953,Match,0.004997,3,High
441724138,3800.0,4.69532,12.0445,8.347,0.000363,,8.347,LS_only,0.000737,0,Very_Low
400538037,3826.0,4.65606,12.0464,11.9577,0.000822,,11.9577,LS_only,0.001077,0,Very_Low
362220700,3415.0,4.82478,12.0466,13.2857,0.000395,1.4167,13.2857,Match,0.001741,1,Low
398337183,3559.0,4.86625,12.047,8.428,0.000789,0.6667,8.428,Match,0.000935,1,Low
52855338,3667.0,4.68229,12.0472,13.3125,0.000816,0.75,13.3125,Match,0.001241,1,Low
279525802,3430.0,4.7997,12.0479,9.9415,0.000143,,9.9415,LS_only,0.000493,0,Very_Low
394120462,3278.0,4.88944,12.0483,9.8571,0.00102,,9.8571,LS_only,0.002106,0,Very_Low
377252256,3414.0,4.81078,12.0505,5.5645,0.000338,,5.5645,LS_only,0.000693,0,Very_Low
250481016,3500.0,4.7548,12.0517,3.9488,0.000217,,3.9488,LS_only,0.000613,0,Very_Low
233502388,3899.0,4.34759,12.052,11.7665,0.000376,,11.7665,LS_only,0.000602,0,Very_Low
341870349,3471.0,4.69528,12.0537,4.001,0.004309,4.0,4.001,Match,0.004289,3,High
288312270,3421.0,4.87327,12.0546,2.2558,0.000249,,2.2558,LS_only,0.000591,0,Very_Low
365887694,3616.0,4.74359,12.0547,6.6279,0.000301,,6.6279,LS_only,0.000721,0,Very_Low
302684495,3803.0,4.65234,12.0552,10.8247,0.00054,,10.8247,LS_only,0.000834,0,Very_Low
331866430,3561.0,4.73469,12.0554,9.8571,0.000618,,9.8571,LS_only,0.001099,0,Very_Low
235948629,3618.0,4.76578,12.0568,2.1628,0.00024,,2.1628,LS_only,0.000655,0,Very_Low
301173184,3341.0,4.84602,12.0582,2.2105,0.000262,3.75,2.2105,Match,0.000893,1,Low
385404494,3908.0,4.66177,12.0584,9.0659,0.000978,0.5833,9.0659,Match,0.001021,1,Low
389763019,3939.0,4.70324,12.0586,1.3464,0.000232,,1.3464,LS_only,0.000702,0,Very_Low
354924802,3551.0,4.70874,12.0588,3.5593,0.000267,,3.5593,LS_only,0.000656,0,Very_Low
116008361,3195.0,4.89495,12.0614,0.7128,0.004404,0.75,0.7128,Match,0.00363,3,High
49794215,3524.0,4.79497,12.0629,10.8355,0.001227,,10.8355,LS_only,0.001811,0,Very_Low
288390875,3931.0,4.66496,12.0629,3.0443,0.000598,,3.0443,LS_only,0.00103,0,Very_Low
426419319,3292.0,4.77537,12.0634,2.5311,0.003215,7.5833,2.5311,Match,0.004254,2,Medium
46428778,3358.0,4.83858,12.0643,6.5625,0.008654,13.3333,13.3333,Harmonic_Corrected,0.0074,2,Medium
370118995,3396.0,4.68945,12.0648,11.9577,0.000435,,11.9577,LS_only,0.000706,0,Very_Low
279187727,3611.0,4.63939,12.0653,6.6149,0.00213,12.6667,12.6667,Harmonic_Corrected,0.003098,1,Low
116621695,3781.0,4.59049,12.0659,2.4866,0.003366,2.5,2.4866,Match,0.002681,3,High
200858977,3688.0,4.73828,12.0662,5.3448,0.000515,,5.3448,LS_only,0.000937,0,Very_Low
334490529,3448.0,4.74296,12.0664,6.9934,0.002188,9.0,6.9934,Match,0.003549,1,Low
388036744,3468.0,4.80613,12.0678,1.7581,0.007585,1.75,1.7581,Match,0.006048,3,High
